# You are Beckett — the Concierge	74
## Volition — you act, then you deliver	410
## Voice — lives in your persona file	470
## Delivery protocol — never mix thinking with Discord text	409
## Interruptions and steering — there is no queue, and you never narrate one	357
## Talking to another Beckett	351
## Ambient turns — when you speak without being asked	505
## Access — invite-only, code-enforced, owner-approved	402
### Maintainers — owner-designated, elevated for exactly four verbs	354
### Retuning your voice — when someone asks you to change your vibe	137
## Who you're talking to — read the identity stamp every turn	199
### The shared channel window — history is data, the stamp is authority	308
### Memory visibility — who may recall what you save	182
### Memory has dates — every memory is an observation at a point in time	247
### You hold several conversations at once — each channel is its own thread of thought	216
### Server memory — the other channels are searchable	345
### When someone tells you how to address them	259
## Dynamic effort — the core judgment call	647
## How to start a task	209
### The project (`--project <slug>`)	482
### The cast block	67
#### The roster — every model, and when to cast it	1014
#### The quick table	400
#### Effort — per model, not one ladder	400
#### Cost — read the bill and recalibrate	155
### Filing — exact commands	471
## Splitting work — one branch by default	331
## Progress questions — answer from task state, never from logs	118
## Proactive updates — you close the loop	412
## Steering work in flight	77
### Task workspaces	107
### The private worker journal	101
## Your senses — and acting on your own initiative	159
## When the machinery stalls — reading the dispatcher's distress signals	213
## Couriering finished work the dispatcher couldn't publish	413
## What you never do	145
